product_category_name,price,payment_sequential,payment_installments,bank_clients,month,year
veterinario,58.64,1,1,Virginia,12,2019
hospedagem,44.78,1,1,Ramesh,8,2016
veterinario,1161.47,1,1,Joseph,4,2015
associacoes_clubes,108.19,1,1,Kassa,12,2018
livraira_papelaria,726.89,1,2,Wenjie,2,2015
artigos_esportivos,81.6,1,1,Ravi,3,2020
estacionamento,442.32,1,10,Radha,4,2022
lavanderia,91.77,1,1,Nikolay,4,2019
academia,111.89,1,1,Cynthia,9,2017
lavanderia,75.25,1,10,Pramila,5,2020
pet_shop,146.02,1,3,Ravi,4,2022
entrega,117.31,1,2,Qiang,8,2017
outros_esportes,31.75,1,2,Gustavo,5,2018
associacoes_clubes,46.78,1,3,Ramesh,11,2017
outros_cursos,36.35,1,10,Sumitra,8,2021
mercadorias_em_geral,33.56,1,10,Xiaomin,4,2022
produtos_de_beleza,478.18,1,1,Yusuf,10,2017
tv_internet,231.42,1,3,Cong,4,2017
eletronicos,114.34,1,9,Zainab,7,2016
spa_massagem,67.44,1,1,Heba,3,2020
pet_shop,75.22,1,2,Mariama,5,2022
cursos_idiomas,147.15,1,2,Yuhua,8,2022
supermercado_mercearia,194.37,1,5,Shu,6,2020
pet_shop,38.75,1,1,Cynthia,9,2020
produtos_de_beleza,29.43,1,1,Gopal,7,2022
veterinario,77.89,1,1,Yusuf,4,2019
dentista,1.49,1,2,Cynthia,10,2016
assinatura_de_servicos,50.35,1,1,Zhigang,8,2018
taxi_transporte_por_aplicativo,73.09,1,1,Ramesh,9,2020
restaurantes,70.0,1,3,Sergio,8,2018
combustível,132.05,1,1,Yuhua,11,2020
cinema,81.17,1,1,Michael,12,2015
bares_e_bebidas,32.77,1,5,Jeff,2,2016
vestuario_e_acessorios,413.12,1,6,Nguyen,1,2019
artigos_esportivos,1642.54,6,1,Hatice,3,2016
farmacia,70.63,1,1,Shah,6,2016
livraira_papelaria,164.27,1,1,Shigeru,3,2019
jardinagem,39.77,1,2,Manfred,2,2020
eletronicos,41.71,1,1,Richard,10,2016
outros_gastos_saude,56.78,1,1,Nguyen,3,2020
jardinagem,19.36,1,4,Shu,7,2021
brinquedos_artigos_infantis,102.46,1,10,Radha,11,2016
medico,101.05,1,1,Luiz,8,2022
salao_barbearia,33.62,1,1,Ursula,11,2020
veterinario,95.21,1,3,Linh,10,2022
assinatura_de_servicos,134.2,1,1,Monica,1,2022
academia,31.79,1,1,Hossein,4,2020
veterinario,102.66,1,1,Kathy,2,2018
brinquedos_artigos_infantis,159.27,1,7,Yuhua,2,2020
taxi_transporte_por_aplicativo,110.42,1,1,Petra,8,2021
padaria,82.73,1,6,Shigeru,9,2021
ingresso_entretenimento,35.84,1,1,Jianmin,4,2015
outros_gastos_saude,26.45,1,1,Sergio,6,2019
spa_massagem,37.72,1,1,Qiang,12,2018
farmacia,219.18,1,3,Nur,10,2016
vestuario_e_acessorios,55.69,1,1,Kim,4,2021
bares_e_bebidas,132.13,1,8,Chantal,2,2020
outros_cursos,85.6,1,6,Hieu,6,2015
tv_internet,87.16,1,1,Sumitra,12,2017
associacoes_clubes,147.16,1,1,Luisa,8,2017
hospedagem,82.12,1,6,Haiying,2,2020
cafeteria,37.2,1,5,Farzana,5,2019
eletronicos,93.56,1,6,Yoko,11,2021
livraira_papelaria,870.04,1,2,Haiying,12,2021
vestuario_e_acessorios,123.41,1,1,Claudio,5,2019
pet_shop,50.87,1,2,Qiang,8,2018
mercadorias_em_geral,111.03,1,1,Christina,6,2022
outros_esportes,469.71,1,1,Zhihua,6,2022
produtos_de_beleza,65.15,1,1,Kathy,6,2017
padaria,51.15,1,6,Qinghua,12,2022
moveis_decoracao,43.69,1,1,Zainab,8,2018
videogames,71.53,1,1,Qinghua,11,2017
eletronicos,85.34,1,1,Kassa,7,2020
outros_cursos,186.7,1,1,Qinghua,3,2019
outros_gastos_saude,115.8,1,1,Paula,3,2019
artigos_esportivos,202.05,1,2,Jianmin,1,2020
outros_cursos,23.68,4,1,Zhigang,8,2016
associacoes_clubes,149.72,1,7,Priyanka,11,2015
restaurantes,144.9,1,1,Luz,7,2018
medico,66.66,1,1,Mike,7,2022
academia,72.75,1,1,Amy,12,2018
farmacia,66.48,1,1,Sam,10,2021
vestuario_e_acessorios,56.08,1,4,Kseniya,10,2019
moveis_decoracao,54.31,1,1,Yuhua,8,2021
spa_massagem,67.53,1,6,Xiaoling,5,2022
cafeteria,112.13,1,6,Radha,3,2015
spa_massagem,39.68,1,4,Ramesh,1,2021
loja_de_conveniencia,212.75,1,1,Sam,10,2021
dentista,89.62,1,1,Xiaoling,7,2016
ingresso_entretenimento,71.74,1,10,Roman,10,2016
lavanderia,123.25,1,2,Ramesh,8,2016
ingresso_entretenimento,378.74,1,1,Nguyen,6,2018
cafeteria,126.52,1,6,Sam,2,2021
brinquedos_artigos_infantis,85.6,1,2,Cong,4,2020
academia,122.99,1,8,Saroj,4,2015
veterinario,108.88,1,3,Sumitra,2,2021
cursos_idiomas,48.31,1,2,Sayed,5,2019
padaria,61.01,1,1,Adam,9,2018
outros_cursos,67.83,1,1,Gopal,10,2016
outros_esportes,57.7,1,2,Gang,1,2018
bares_e_bebidas,44.53,1,1,Michael,4,2016
pet_shop,252.68,1,1,Luiz,3,2018
tv_internet,36.7,1,2,Gregory,8,2018
outros_gastos_saude,27.34,1,5,Leila,8,2015
supermercado_mercearia,65.94,1,2,Yoko,6,2020
livraira_papelaria,42.78,1,1,Saroj,9,2017
hospedagem,347.05,1,3,Nikolay,12,2022
restaurantes,72.14,2,1,Arthur,6,2021
salao_barbearia,250.39,1,4,Sara,5,2016
outros_gastos_saude,796.94,1,4,Wenjie,5,2018
cafeteria,104.66,1,1,Monica,2,2016
outros_gastos_saude,78.32,1,1,Petra,6,2018
combustível,59.7,1,2,Ravi,1,2016
passagem_aerea_taxas,81.11,1,1,Petra,4,2016
hospedagem,220.86,1,3,Abdul,3,2019
cinema,1.02,1,2,Zhigang,1,2022
brinquedos_artigos_infantis,40.35,1,2,Zainab,11,2022
vestuario_e_acessorios,19.62,1,3,Wenjie,8,2015
passagem_aerea_taxas,72.96,1,8,Jianmin,1,2020
cursos_idiomas,187.15,1,2,Tun,12,2021
outros_esportes,47.4,1,1,Richard,6,2020
associacoes_clubes,46.22,1,1,Haiying,6,2016
outros_cursos,94.3,1,3,Kseniya,4,2017
vestuario_e_acessorios,54.07,1,6,Priyanka,7,2018
ingresso_entretenimento,50.01,1,3,Tania,5,2017
vestuario_e_acessorios,164.56,1,1,Shigeru,1,2016
salao_barbearia,124.13,1,3,Luiz,3,2015
mercadorias_em_geral,79.95,1,4,Zhigang,4,2015
entrega,113.47,1,1,Joao,9,2015
associacoes_clubes,256.43,1,1,Jianming,9,2021
lavanderia,21.38,1,10,Hatice,7,2016
entrega,117.17,1,4,Sergio,2,2017
medico,56.1,1,1,Luz,12,2016
supermercado_mercearia,62.65,2,1,Shu,7,2022
medico,148.06,1,2,Hatice,2,2017
estacionamento,352.55,1,1,Claudio,11,2021
assinatura_de_servicos,94.95,1,6,Heba,12,2020
cafeteria,47.34,4,1,Sergey,7,2022
cinema,68.32,2,1,Mohamad,1,2018
brinquedos_artigos_infantis,38.01,1,2,Monica,8,2022
dentista,77.81,1,2,Mohamad,8,2020
estacionamento,606.04,1,1,Hossein,4,2016
associacoes_clubes,900.0,1,3,Sumitra,1,2015
combustível,257.92,1,1,Jacob,6,2021
livraira_papelaria,266.84,1,10,Sergey,1,2017
veterinario,36.29,1,2,Ida,12,2018
academia,163.71,1,1,Ming,11,2022
jardinagem,214.14,1,3,Manfred,8,2016
livraira_papelaria,198.91,1,1,Zhigang,10,2016
assinatura_de_servicos,176.74,1,1,Kamal,10,2018
academia,116.92,1,1,Norma,12,2021
outros_esportes,165.7,2,4,Saroj,4,2016
assinatura_de_servicos,479.25,1,1,Jianmin,7,2017
hospedagem,48.71,1,7,Ming,11,2018
ingresso_entretenimento,308.36,1,5,Elizabeth,5,2020
hospedagem,76.17,1,6,Karina,3,2020
jardinagem,257.92,1,1,Shu,3,2018
outros_cursos,147.41,1,10,Nikolay,4,2018
passagem_aerea_taxas,237.15,1,1,Kathy,5,2017
cinema,190.98,1,1,Wendy,6,2016
salao_barbearia,81.89,1,1,Monica,8,2016
entrega,389.31,1,6,Adam,5,2018
eletronicos,183.3,1,2,Sumitra,7,2021
pet_shop,100.34,1,1,Manfred,12,2020
medico,86.74,1,5,Ramesh,9,2016
academia,201.49,1,3,Michael,5,2015
spa_massagem,215.06,2,1,Wendy,6,2016
outros_cursos,165.1,1,2,Cong,10,2021
farmacia,329.3,1,1,Ursula,6,2017
artigos_esportivos,183.0,1,1,Gustavo,10,2018
mercadorias_em_geral,61.75,1,3,Radha,1,2016
cafeteria,33.54,1,10,Haiying,7,2015
loja_de_conveniencia,98.88,1,1,Cong,1,2017
vestuario_e_acessorios,217.52,1,1,Gang,11,2015
cafeteria,38.91,1,10,Leila,12,2016
cafeteria,81.05,1,6,Ramesh,10,2015
veterinario,101.28,1,5,Sayed,12,2019
vestuario_e_acessorios,135.84,3,3,Jeff,1,2015
tv_internet,39.0,1,1,Monica,11,2022
outros_esportes,30.7,1,1,Gregory,3,2019
estacionamento,24.02,1,4,Gang,10,2017
restaurantes,30.88,1,3,Jeff,3,2017
salao_barbearia,5.18,1,1,Luiz,8,2019
restaurantes,133.46,1,1,Wenjie,4,2016
combustível,141.23,1,1,Kamal,1,2020
lavanderia,107.19,1,5,Chantal,11,2016
cafeteria,185.84,1,1,Christina,3,2019
tv_internet,163.76,1,1,Chantal,12,2022
pet_shop,345.91,1,1,Saroj,2,2016
medico,108.4,1,7,Qiang,5,2017
brinquedos_artigos_infantis,132.88,2,3,Yuhua,5,2017
academia,25.51,1,3,Hatice,10,2016
academia,261.96,1,1,Hossein,4,2020
passagem_aerea_taxas,225.71,1,1,Zainab,11,2020
hospedagem,27.77,1,10,Richard,3,2021
eletronicos,74.94,1,2,Nikolay,10,2016
combustível,95.13,1,1,Farzana,12,2022
livraira_papelaria,159.36,1,1,Haiying,8,2020
cursos_idiomas,119.4,1,1,Suresh,3,2015
farmacia,125.24,1,1,Mike,7,2022
tv_internet,101.34,1,1,Ramesh,7,2016
tv_internet,60.42,1,4,Ming,11,2018
farmacia,98.94,1,1,Richard,12,2017
moveis_decoracao,475.96,1,1,Tania,1,2022
outros_esportes,66.01,1,1,Virginia,4,2022
outros_cursos,207.65,1,2,Mohamad,10,2017
produtos_de_beleza,62.89,1,10,Nguyen,10,2015
restaurantes,18.37,1,9,Pramila,4,2020
passagem_aerea_taxas,137.85,1,3,Yuhua,9,2017
entrega,89.88,1,1,Jianmin,10,2020
brinquedos_artigos_infantis,60.23,1,5,Yoko,12,2015
vestuario_e_acessorios,64.42,1,10,Jeff,8,2022
estacionamento,226.24,1,1,Luz,2,2019
farmacia,171.55,1,1,Cong,5,2017
passagem_aerea_taxas,365.1,1,1,Kamal,11,2015
livraira_papelaria,43.27,1,1,Qiang,3,2021
combustível,108.65,1,1,Mohamad,9,2021
cursos_idiomas,89.87,1,4,Abdul,2,2017
lavanderia,152.78,1,4,Saroj,2,2015
cinema,110.0,1,4,Cynthia,2,2020
padaria,1.8,1,1,Kassa,7,2015
taxi_transporte_por_aplicativo,108.27,1,3,Sara,12,2016
lavanderia,332.8,1,1,Kathy,7,2022
outros_esportes,811.94,1,3,Jianming,7,2021
cinema,244.1,1,8,Wendy,12,2021
produtos_de_beleza,81.21,1,1,Arthur,2,2022
produtos_de_beleza,79.7,1,1,Ravi,5,2020
dentista,227.05,1,1,Dolores,11,2018
entrega,92.19,1,1,Hossein,6,2020
salao_barbearia,266.12,1,4,Shah,1,2016
outros_esportes,105.71,1,4,Sara,5,2020
cinema,1222.94,1,4,Joseph,9,2016
outros_cursos,136.93,1,1,Mike,11,2021
jardinagem,225.79,1,1,Leila,4,2020
passagem_aerea_taxas,34.82,1,1,Wenjie,10,2018
hospedagem,53.95,1,1,Linh,4,2015
associacoes_clubes,1191.5,3,3,Adam,7,2019
loja_de_conveniencia,89.93,1,1,Kim,7,2018
bares_e_bebidas,87.71,1,4,Nguyen,4,2019
entrega,31.12,1,1,Monica,4,2019
salao_barbearia,105.32,1,2,Michael,9,2016
farmacia,24.23,1,1,Hieu,11,2017
hospedagem,68.0,1,1,Nguyen,10,2021
medico,43.0,1,5,Khalid,7,2022
lavanderia,88.17,1,1,Wenjie,11,2016
padaria,82.33,1,9,Simone,8,2022
spa_massagem,16.13,1,4,Monica,8,2019
salao_barbearia,201.04,1,3,Jianmin,7,2016
associacoes_clubes,286.64,1,1,Ramesh,6,2017
spa_massagem,213.74,1,1,Cynthia,4,2022
taxi_transporte_por_aplicativo,155.98,1,8,Luisa,7,2021
ingresso_entretenimento,32.13,1,12,Lal,7,2018
academia,47.59,1,5,Ursula,11,2019
taxi_transporte_por_aplicativo,42.5,1,6,Mike,9,2022
medico,53.24,1,1,Sergey,4,2018
moveis_decoracao,215.07,1,1,Kassa,6,2016
restaurantes,398.9,1,1,Hossein,8,2017
tv_internet,27.8,1,1,Amy,8,2022
ingresso_entretenimento,190.28,1,4,Farzana,2,2022
artigos_esportivos,7.92,1,8,Nguyen,12,2018
estacionamento,68.3,1,1,Luisa,6,2022
farmacia,82.97,1,2,Elizabeth,3,2022
assinatura_de_servicos,213.93,1,1,Ravi,2,2016
dentista,60.23,1,1,Luz,11,2019
dentista,880.75,1,4,Christina,4,2021
spa_massagem,10.09,1,2,Petra,5,2022
dentista,143.59,1,2,Nur,11,2019
passagem_aerea_taxas,137.67,1,6,Yoko,7,2015
vestuario_e_acessorios,158.27,1,2,Heba,5,2015
farmacia,50.17,1,1,Osman,10,2021
moveis_decoracao,56.78,1,7,Ravi,8,2019
salao_barbearia,86.66,1,2,Simone,6,2018
salao_barbearia,29.38,1,1,Yoko,7,2020
taxi_transporte_por_aplicativo,166.7,1,1,Sumitra,9,2017
moveis_decoracao,112.79,1,1,Kamal,12,2019
eletronicos,198.57,1,1,Sara,12,2017
hospedagem,1027.51,1,1,Adam,8,2019
videogames,94.32,1,1,Qiang,11,2018
lavanderia,76.61,1,8,Kim,4,2020
taxi_transporte_por_aplicativo,35.75,3,1,Suresh,11,2015
pet_shop,54.39,1,7,Hossein,9,2022
cafeteria,249.39,2,1,Petra,2,2022
entrega,57.38,1,1,Shu,8,2020
combustível,70.24,1,1,Elizabeth,7,2020
assinatura_de_servicos,169.49,1,10,Saroj,3,2018
bares_e_bebidas,57.67,1,2,Miguel,12,2019
vestuario_e_acessorios,45.11,1,1,Sumitra,10,2018
veterinario,63.92,1,5,Joseph,11,2020
academia,61.8,1,1,Wendy,10,2018
cafeteria,148.58,1,3,Claudio,12,2016
veterinario,90.66,1,3,Nikolay,3,2018
bares_e_bebidas,165.43,1,3,Nikolay,9,2015
brinquedos_artigos_infantis,32.86,1,2,Elizabeth,6,2021
assinatura_de_servicos,55.79,1,1,Khalid,9,2015
pet_shop,31.36,1,1,Wenjie,3,2016
outros_gastos_saude,164.26,1,10,Suresh,12,2016
entrega,84.12,1,10,Christina,10,2020
cafeteria,186.94,1,2,Cong,6,2019
cafeteria,44.2,1,10,Elizabeth,1,2022
lavanderia,38.75,1,1,Linh,6,2017
jardinagem,68.35,1,3,Luiz,2,2017
cafeteria,342.65,1,2,Priyanka,2,2022
cafeteria,71.15,1,1,Mohamad,3,2017
cinema,68.64,1,5,Xiaomin,10,2021
passagem_aerea_taxas,123.5,1,10,Herbert,10,2015
moveis_decoracao,42.53,1,1,Jianmin,11,2016
lavanderia,69.33,1,1,Priyanka,10,2017
supermercado_mercearia,348.24,1,1,Joao,4,2015
tv_internet,86.73,1,3,Luiz,9,2015
jardinagem,112.08,1,1,Virginia,12,2019
brinquedos_artigos_infantis,110.42,1,4,Luisa,8,2019
veterinario,108.72,1,1,Claudio,6,2020
salao_barbearia,169.29,1,2,Simone,9,2016
spa_massagem,171.61,1,2,Miguel,3,2021
cinema,66.23,1,2,Leila,6,2020
moveis_decoracao,211.89,1,1,Heba,8,2018
brinquedos_artigos_infantis,48.95,1,1,Pramila,11,2021
lavanderia,59.32,1,2,Sam,7,2021
artigos_esportivos,227.38,1,4,Luiz,4,2021
cinema,504.32,1,3,Solomon,12,2020
entrega,70.89,1,4,Herbert,11,2019
supermercado_mercearia,45.21,1,1,Jianmin,8,2022
brinquedos_artigos_infantis,107.0,1,1,Kassa,6,2021
livraira_papelaria,44.1,1,1,Karina,3,2019
pet_shop,296.1,1,1,Jianming,1,2022
padaria,117.12,1,6,Petra,3,2016
lavanderia,57.68,1,4,Luiz,7,2020
passagem_aerea_taxas,533.82,1,1,Zhigang,1,2019
supermercado_mercearia,46.22,1,1,Yuhua,4,2022
academia,327.96,1,6,Tun,3,2016
medico,117.75,2,8,Sita,6,2017
dentista,68.83,1,5,Jianming,12,2019
combustível,98.04,1,3,Wenjie,5,2015
farmacia,515.08,1,5,Heba,2,2017
entrega,89.75,1,1,Mikhail,4,2017
tv_internet,82.78,1,1,Khalid,3,2018
taxi_transporte_por_aplicativo,58.27,1,1,Xiaoling,11,2021
supermercado_mercearia,165.98,1,3,Roman,7,2017
medico,35.78,1,2,Adam,6,2019
produtos_de_beleza,178.27,1,2,Ming,8,2020
combustível,158.65,1,4,Yoko,3,2016
livraira_papelaria,70.7,1,1,Jianmin,4,2015
dentista,44.13,1,8,Luz,4,2015
pet_shop,75.4,1,2,Sara,2,2019
videogames,110.51,2,1,Radha,11,2018
associacoes_clubes,77.57,1,3,Nikolay,4,2017
lavanderia,101.34,2,1,Hatice,1,2022
farmacia,34.06,1,1,Leila,9,2018
livraira_papelaria,61.07,1,3,Luisa,2,2015
spa_massagem,48.3,1,7,Ursula,8,2020
assinatura_de_servicos,527.23,1,8,Amy,4,2016
lavanderia,132.24,1,1,Sayed,11,2017
estacionamento,113.35,1,1,Kim,5,2022
spa_massagem,96.35,1,4,Qinghua,11,2019
combustível,21.04,1,4,Abdul,5,2017
medico,53.07,1,1,Nina,5,2015
bares_e_bebidas,57.93,1,6,Sam,10,2021
dentista,43.54,1,1,Arthur,12,2018
spa_massagem,126.74,1,2,Ursula,11,2018
padaria,396.35,1,1,Gregory,4,2020
jardinagem,24.02,1,1,Tun,9,2016
moveis_decoracao,37.19,1,4,Manfred,12,2017
pet_shop,97.78,1,10,Ursula,8,2016
moveis_decoracao,24.69,1,2,Xiaomin,4,2022
salao_barbearia,42.79,2,1,Shigeru,7,2017
mercadorias_em_geral,125.52,1,2,Adel,10,2019
outros_gastos_saude,54.0,2,1,Richard,1,2015
assinatura_de_servicos,124.97,1,1,Norma,1,2016
moveis_decoracao,134.74,1,1,Suresh,3,2015
videogames,16.78,1,6,Ramesh,5,2021
videogames,111.02,1,10,Jianmin,8,2017
cafeteria,515.93,1,2,Luiz,11,2018
spa_massagem,76.57,1,5,Zhigang,10,2020
assinatura_de_servicos,124.8,1,1,Karina,11,2016
padaria,20.76,1,3,Nikolay,4,2019
moveis_decoracao,113.03,1,1,Michael,11,2021
eletronicos,120.53,1,1,Haiying,2,2020
medico,231.27,1,2,Xiaoling,12,2015
outros_cursos,111.78,1,1,Yuhua,4,2015
dentista,18.48,1,2,Lal,2,2020
spa_massagem,101.59,1,1,Elizabeth,2,2020
cinema,46.0,1,1,Lal,11,2015
combustível,169.05,1,5,Adam,4,2015
artigos_esportivos,207.22,1,1,Luiz,11,2021
livraira_papelaria,67.13,1,6,Richard,11,2022
salao_barbearia,62.56,1,1,Shu,5,2020
associacoes_clubes,67.77,1,1,Nikolay,8,2016
outros_cursos,173.88,1,1,Gopal,10,2017
academia,257.21,1,4,Wenjie,9,2019
restaurantes,69.49,1,1,Richard,7,2019
outros_gastos_saude,286.24,1,1,Mohamad,9,2021
farmacia,186.4,1,1,Arthur,12,2018
outros_gastos_saude,1317.36,1,6,Sergio,4,2022
vestuario_e_acessorios,100.0,1,1,Pramila,12,2017
entrega,189.37,1,9,Mariama,8,2018
salao_barbearia,138.84,1,3,Suresh,4,2017
livraira_papelaria,149.45,6,3,Suresh,5,2020
loja_de_conveniencia,1.77,1,3,Chantal,4,2017
outros_gastos_saude,91.26,1,1,Sergey,4,2021
taxi_transporte_por_aplicativo,219.36,1,3,Qiang,2,2020
hospedagem,169.86,1,1,Yuhua,1,2016
dentista,30.86,1,10,Heba,11,2020
taxi_transporte_por_aplicativo,117.53,2,1,Joseph,3,2018
assinatura_de_servicos,68.36,1,3,Jacob,12,2020
estacionamento,67.89,1,1,Kathy,6,2016
supermercado_mercearia,573.85,1,2,Kamal,12,2019
taxi_transporte_por_aplicativo,190.87,1,3,Gustavo,4,2017
spa_massagem,23.0,1,1,Zainab,10,2022
produtos_de_beleza,258.05,1,7,Joao,11,2016
restaurantes,40.09,1,1,Sara,8,2017
passagem_aerea_taxas,212.83,1,2,Anna,7,2018
mercadorias_em_geral,781.07,1,1,Sara,1,2017
loja_de_conveniencia,65.01,1,1,Claudio,11,2017
mercadorias_em_geral,69.52,1,4,Kim,5,2018
mercadorias_em_geral,32.42,1,1,Gustavo,5,2021
veterinario,123.4,1,4,Nikolay,1,2018
jardinagem,106.6,1,3,Ming,2,2015
tv_internet,137.07,1,1,Kseniya,11,2017
entrega,165.8,1,2,Ming,5,2020
cursos_idiomas,198.95,1,1,Hossein,2,2019
produtos_de_beleza,64.24,1,3,Cynthia,9,2017
supermercado_mercearia,95.29,1,1,Joao,7,2018
taxi_transporte_por_aplicativo,116.9,1,1,Anna,6,2018
bares_e_bebidas,57.43,1,6,Karina,7,2019
ingresso_entretenimento,256.43,1,1,Juana,10,2022
videogames,111.19,1,4,Roman,9,2021
produtos_de_beleza,53.68,1,5,Ursula,9,2022
eletronicos,105.9,1,8,Jianmin,11,2020
pet_shop,30.85,1,2,Monica,2,2019
taxi_transporte_por_aplicativo,51.13,1,3,Lal,2,2021
brinquedos_artigos_infantis,118.17,1,4,Ramesh,7,2017
medico,79.72,1,3,Ramesh,5,2015
loja_de_conveniencia,166.81,1,1,Wendy,3,2018
videogames,29.78,1,6,Anna,3,2022
padaria,77.57,1,1,Shu,12,2017
salao_barbearia,89.82,1,1,Shah,1,2019
brinquedos_artigos_infantis,163.78,1,1,Mikhail,4,2021
cursos_idiomas,13.24,1,1,Wenjie,9,2016
taxi_transporte_por_aplicativo,51.32,1,1,Wenjie,3,2022
jardinagem,162.34,1,4,Adel,7,2022
outros_cursos,29.6,1,2,Abdul,1,2019
vestuario_e_acessorios,16.78,1,10,Adam,12,2022
veterinario,108.28,1,10,Luiz,7,2021
passagem_aerea_taxas,75.48,1,6,Sumitra,8,2020
restaurantes,295.93,1,1,Kamal,7,2019
brinquedos_artigos_infantis,139.07,1,10,Wendy,3,2021
veterinario,100.51,1,3,Radha,5,2022
mercadorias_em_geral,129.92,1,1,Suresh,2,2017
jardinagem,63.27,1,1,Qiang,11,2015
farmacia,144.18,1,1,Sumitra,2,2020
cafeteria,278.26,1,3,Virginia,11,2018
medico,137.83,1,1,Nur,2,2015
farmacia,38.76,1,1,Paula,9,2018
combustível,97.87,1,5,Manfred,3,2022
combustível,167.2,1,1,Hossein,4,2017
assinatura_de_servicos,102.13,1,10,Yoko,6,2019
cursos_idiomas,30.96,1,1,Priyanka,3,2018
hospedagem,74.0,1,6,Sumitra,6,2018
salao_barbearia,109.83,1,5,Zainab,11,2021
vestuario_e_acessorios,197.04,1,1,Shu,4,2020
medico,54.95,1,1,Norma,5,2021
loja_de_conveniencia,89.17,1,2,Leila,2,2015
associacoes_clubes,83.42,1,1,Nguyen,9,2016
entrega,70.73,1,1,Shah,2,2017
entrega,18.52,1,5,Ravi,12,2022
eletronicos,158.8,1,1,Monica,10,2020
eletronicos,66.23,8,2,Ida,5,2018
ingresso_entretenimento,420.86,1,2,Jianmin,8,2015
produtos_de_beleza,65.87,1,1,Gustavo,2,2018
veterinario,207.1,1,1,Qinghua,3,2015
academia,169.53,1,6,Manfred,7,2020
spa_massagem,500.13,1,8,Sumitra,2,2021
restaurantes,189.97,1,1,Tania,1,2019
ingresso_entretenimento,38.04,1,5,Pramila,11,2017
salao_barbearia,42.11,1,1,Priyanka,10,2017
farmacia,46.84,1,2,Qiang,12,2015
videogames,354.45,1,1,Claudio,3,2022
farmacia,65.1,1,2,Khalid,9,2016
outros_cursos,19.77,1,6,Manfred,4,2021
estacionamento,172.45,1,5,Pramila,3,2015
assinatura_de_servicos,171.13,1,1,Mikhail,9,2018
veterinario,33.37,1,1,Claudio,8,2021
livraira_papelaria,59.5,1,1,Shah,11,2015
lavanderia,199.03,1,1,Adel,9,2019
salao_barbearia,741.44,1,4,Hatice,8,2022
cursos_idiomas,372.18,1,1,Abdul,2,2016
loja_de_conveniencia,154.64,1,1,Shu,12,2018
lavanderia,84.18,1,1,Heba,10,2019
associacoes_clubes,142.1,1,1,Kseniya,7,2020
cinema,179.34,1,1,Kseniya,3,2020
tv_internet,126.96,1,1,Wenjie,11,2016
tv_internet,161.24,1,1,Christina,6,2019
associacoes_clubes,168.8,1,8,Shah,2,2020
supermercado_mercearia,78.15,1,10,Adam,7,2018
brinquedos_artigos_infantis,58.0,1,1,Xiaoling,2,2022
outros_esportes,135.08,1,3,Gustavo,7,2019
cinema,66.78,1,2,Solomon,6,2015
outros_gastos_saude,58.79,1,1,Arthur,5,2019
padaria,167.29,2,1,Roman,1,2020
moveis_decoracao,95.64,1,1,Juana,4,2018
cafeteria,1024.76,1,6,Ramesh,3,2019
supermercado_mercearia,77.57,1,10,Dolores,12,2016
loja_de_conveniencia,154.99,1,1,Claudio,4,2022
vestuario_e_acessorios,108.96,1,1,Sita,8,2022
hospedagem,37.09,1,1,Priyanka,4,2016
moveis_decoracao,102.64,2,2,Nur,7,2017
combustível,224.71,1,1,Suresh,8,2020
spa_massagem,321.08,1,1,Manfred,5,2015
mercadorias_em_geral,110.88,1,1,Gustavo,2,2015
cafeteria,54.34,1,1,Juana,5,2020
cursos_idiomas,144.56,1,1,Zhihua,6,2016
jardinagem,307.16,1,1,Hossein,2,2017
veterinario,134.53,1,5,Qiang,11,2018
taxi_transporte_por_aplicativo,25.0,1,5,Adam,4,2020
livraira_papelaria,146.02,1,3,Sumitra,1,2020
loja_de_conveniencia,191.6,1,1,Mikhail,2,2015
vestuario_e_acessorios,58.87,1,1,Chantal,10,2022
assinatura_de_servicos,83.76,1,1,Heba,5,2017
moveis_decoracao,84.85,1,2,Sergey,8,2019
outros_esportes,213.65,1,5,Sumitra,4,2022
restaurantes,257.61,1,2,Christina,11,2019
cafeteria,168.51,2,8,Virginia,11,2020
academia,197.02,1,1,Manfred,1,2015
outros_esportes,77.89,1,1,Ida,7,2021
passagem_aerea_taxas,245.35,1,1,Simone,7,2020
vestuario_e_acessorios,35.69,1,1,Cong,2,2018
veterinario,70.17,1,1,Heba,7,2022
restaurantes,331.41,1,3,Herbert,2,2019
eletronicos,99.28,1,1,Zhigang,10,2016
taxi_transporte_por_aplicativo,51.64,1,1,Karina,8,2019
restaurantes,228.51,1,1,Nina,5,2019
lavanderia,49.6,1,2,Dolores,11,2022
spa_massagem,361.45,1,1,Mariama,12,2022
livraira_papelaria,55.02,1,5,Anna,5,2021
ingresso_entretenimento,90.85,1,4,Xiaomin,1,2017
spa_massagem,94.86,7,2,Wenjie,6,2015
restaurantes,127.1,1,1,Dolores,5,2016
lavanderia,34.09,1,1,Solomon,2,2020
mercadorias_em_geral,57.42,1,1,Leila,10,2021
salao_barbearia,417.45,1,5,Ursula,11,2015
loja_de_conveniencia,62.47,1,1,Anna,1,2020
restaurantes,85.14,1,4,Osman,7,2018
dentista,97.38,1,2,Usha,6,2020
cafeteria,378.86,1,1,Ramesh,6,2021
outros_cursos,82.88,1,3,Tun,6,2022
combustível,75.07,1,6,Yuhua,2,2017
